id,state_name,year,YIELD,AWC,SOM,CEC,Latitude,Longitude,EVI_AVG,GCI_AVG,NDVI_AVG,NDWI_AVG,ppt (mm)_AVG,tmax (degrees C)_AVG,tmean (degrees C)_AVG,tmin (degrees C)_AVG,ssm_AVG,susm_AVG,HIST_AVG_YIELD
48187,TEXAS,2016,91.1,0.14,1.03,29.09,29.65,-97.83,0.37,5.79,0.58,0.36,87.07,27.12,20.95,14.78,14.54,119.87,91.1
48187,TEXAS,2017,75.4,0.14,1.03,29.09,29.65,-97.83,0.34,5.11,0.53,0.28,82.05,27.7,21.32,14.92,13.93,114.95,91.1
48187,TEXAS,2018,57.7,0.14,1.03,29.09,29.65,-97.83,0.31,4.93,0.51,0.26,74.73,26.45,20.46,14.47,13.34,106.4,83.2
48187,TEXAS,2019,95.7,0.14,1.03,29.09,29.65,-97.83,0.34,5.1,0.53,0.28,54.34,26.73,20.5,14.27,11.52,96.34,74.7
48187,TEXAS,2020,88.3,0.14,1.03,29.09,29.65,-97.83,0.33,4.9,0.51,0.25,60.62,27.78,21.11,14.45,8.09,65.13,80.0
48187,TEXAS,2021,94.0,0.14,1.03,29.09,29.65,-97.83,0.32,5.01,0.52,0.27,98.14,26.57,20.42,14.26,7.96,62.36,81.6
48187,TEXAS,2022,33.5,0.14,1.03,29.09,29.65,-97.83,0.27,3.56,0.42,0.15,44.16,27.62,20.74,13.88,10.53,66.83,83.7
48189,TEXAS,2016,137.6,0.12,0.75,15.31,34.03,-101.81,0.22,4.08,0.36,0.07,42.38,23.4,15.57,7.73,4.76,20.99,137.6
48189,TEXAS,2017,178.7,0.12,0.75,15.31,34.03,-101.81,0.21,3.82,0.34,0.06,48.45,23.44,15.48,7.53,5.19,22.65,137.6
48189,TEXAS,2018,139.7,0.12,0.75,15.31,34.03,-101.81,0.15,3.0,0.26,-0.04,33.85,23.04,15.03,7.03,5.32,23.35,158.1
48189,TEXAS,2020,141.7,0.12,0.75,15.31,34.03,-101.81,0.15,2.83,0.24,-0.08,22.88,23.68,15.6,7.54,3.56,15.39,152.0
48189,TEXAS,2021,143.3,0.12,0.75,15.31,34.03,-101.81,0.19,3.15,0.28,-0.03,38.39,22.75,15.0,7.25,3.75,16.94,149.4
48189,TEXAS,2022,114.3,0.12,0.75,15.31,34.03,-101.81,0.19,3.15,0.28,0.01,40.49,23.22,15.12,7.01,7.42,32.51,148.2
48195,TEXAS,2016,202.9,0.14,0.74,16.78,36.26,-101.36,0.3,4.17,0.43,0.2,35.57,23.35,14.72,6.08,4.43,20.23,202.9
48195,TEXAS,2017,205.1,0.14,0.74,16.78,36.26,-101.36,0.29,4.2,0.42,0.19,55.43,22.88,14.52,6.15,6.82,30.67,202.9
48195,TEXAS,2018,200.9,0.14,0.74,16.78,36.26,-101.36,0.28,4.08,0.41,0.18,49.13,22.54,14.04,5.5,5.4,24.35,204.0
48195,TEXAS,2019,182.4,0.14,0.74,16.78,36.26,-101.36,0.25,3.59,0.37,0.12,54.48,21.91,13.67,5.43,7.17,33.39,203.0
48195,TEXAS,2020,205.9,0.14,0.74,16.78,36.26,-101.36,0.27,3.91,0.4,0.19,40.2,23.09,14.53,5.98,5.19,23.14,197.8
48215,TEXAS,2016,110.6,0.13,0.83,17.63,26.35,-98.22,0.36,5.08,0.53,0.28,49.31,31.05,24.96,18.82,4.01,19.61,110.6
48215,TEXAS,2017,96.9,0.13,0.83,17.63,26.35,-98.22,0.41,6.07,0.57,0.31,49.46,31.21,25.06,18.92,4.78,23.22,110.6
48215,TEXAS,2018,89.1,0.13,0.83,17.63,26.35,-98.22,0.42,7.11,0.61,0.38,59.67,29.74,24.04,18.34,7.75,40.5,103.8
48215,TEXAS,2019,111.1,0.13,0.83,17.63,26.35,-98.22,0.45,7.13,0.62,0.38,39.37,29.94,24.14,18.34,4.43,21.68,98.9
48215,TEXAS,2020,115.7,0.13,0.83,17.63,26.35,-98.22,0.46,7.59,0.64,0.41,64.39,30.34,24.4,18.47,3.96,21.31,101.9
48215,TEXAS,2021,103.2,0.13,0.83,17.63,26.35,-98.22,0.39,6.42,0.58,0.35,78.12,29.52,23.87,18.21,3.11,14.93,104.7
48215,TEXAS,2022,90.7,0.13,0.83,17.63,26.35,-98.22,0.43,6.99,0.6,0.4,44.71,29.21,23.39,17.56,7.68,34.9,104.4
48217,TEXAS,2016,80.4,0.14,0.95,23.73,31.96,-97.09,0.35,6.11,0.57,0.33,98.84,25.62,19.76,13.89,16.98,144.68,80.4
48217,TEXAS,2017,107.0,0.14,0.95,23.73,31.96,-97.09,0.34,6.24,0.56,0.33,77.44,26.21,19.94,13.69,15.45,130.04,80.4
48217,TEXAS,2018,62.0,0.14,0.95,23.73,31.96,-97.09,0.29,4.99,0.51,0.24,94.1,25.16,19.08,12.98,14.64,123.47,93.7
48217,TEXAS,2019,107.7,0.14,0.95,23.73,31.96,-97.09,0.31,5.98,0.54,0.28,74.36,24.96,18.83,12.72,15.05,129.18,83.1
48217,TEXAS,2020,100.3,0.14,0.95,23.73,31.96,-97.09,0.32,6.1,0.56,0.29,99.86,25.37,19.22,13.07,11.11,94.42,89.3
48217,TEXAS,2021,97.2,0.14,0.95,23.73,31.96,-97.09,0.32,5.73,0.54,0.27,72.06,24.73,18.78,12.85,10.73,88.87,91.5
48217,TEXAS,2022,65.1,0.14,0.95,23.73,31.96,-97.09,0.24,3.81,0.42,0.13,52.03,26.07,19.4,12.72,9.48,56.15,92.4
48219,TEXAS,2016,105.4,0.12,0.74,15.14,33.57,-102.31,0.17,3.85,0.27,-0.03,40.2,24.02,16.02,8.03,5.27,21.07,105.4
48219,TEXAS,2019,74.1,0.12,0.74,15.14,33.57,-102.31,0.16,3.6,0.26,-0.06,30.94,23.37,15.46,7.56,4.85,19.0,105.4
48219,TEXAS,2020,83.0,0.12,0.74,15.14,33.57,-102.31,0.14,3.34,0.22,-0.1,17.28,24.4,16.04,7.68,3.5,14.18,89.8
48233,TEXAS,2016,212.2,0.15,0.67,13.61,35.81,-101.35,0.19,3.09,0.34,0.08,35.13,24.0,16.11,8.24,4.82,21.8,212.2
48233,TEXAS,2017,211.0,0.15,0.67,13.61,35.81,-101.35,0.2,3.23,0.35,0.08,52.11,23.71,15.79,7.89,6.23,27.66,212.2
48233,TEXAS,2018,178.9,0.15,0.67,13.61,35.81,-101.35,0.18,2.88,0.32,0.04,38.43,23.4,15.44,7.49,5.4,24.82,211.6
48233,TEXAS,2019,178.6,0.15,0.67,13.61,35.81,-101.35,0.2,3.14,0.35,0.04,52.18,22.73,15.05,7.41,7.04,32.67,200.7
48233,TEXAS,2020,215.6,0.15,0.67,13.61,35.81,-101.35,0.18,2.74,0.31,0.02,32.42,23.77,15.99,8.23,4.85,21.69,195.2
48233,TEXAS,2021,219.5,0.15,0.67,13.61,35.81,-101.35,0.19,2.98,0.33,0.05,34.69,22.97,15.18,7.42,4.02,18.27,199.3
48233,TEXAS,2022,177.5,0.15,0.67,13.61,35.81,-101.35,0.17,2.47,0.28,-0.0,32.53,23.34,15.25,7.18,8.15,35.89,202.6
48239,TEXAS,2016,111.1,0.12,0.99,21.6,28.92,-96.56,0.1,1.86,0.19,0.54,106.23,26.93,21.94,16.97,16.21,115.46,111.1
48239,TEXAS,2017,107.9,0.12,0.99,21.6,28.92,-96.56,0.1,2.05,0.2,0.52,105.37,27.17,22.08,17.05,15.13,107.34,111.1
48239,TEXAS,2018,87.8,0.12,0.99,21.6,28.92,-96.56,0.1,1.85,0.21,0.46,91.17,26.08,21.2,16.27,16.52,117.4,109.5
48239,TEXAS,2019,110.6,0.12,0.99,21.6,28.92,-96.56,0.14,2.12,0.24,0.48,63.13,26.63,21.52,16.38,14.97,106.63,102.3
48239,TEXAS,2020,115.9,0.12,0.99,21.6,28.92,-96.56,0.12,1.99,0.24,0.41,98.71,27.3,22.04,16.75,10.32,73.76,104.4
48239,TEXAS,2021,116.2,0.12,0.99,21.6,28.92,-96.56,0.13,2.49,0.28,0.52,152.07,26.55,21.52,16.48,11.75,85.04,106.7
48239,TEXAS,2022,57.2,0.12,0.99,21.6,28.92,-96.56,0.05,1.04,0.08,0.43,78.77,26.88,21.42,15.96,10.44,60.61,108.2
48249,TEXAS,2016,67.6,0.13,1.07,18.13,27.81,-98.11,0.33,4.89,0.52,0.21,68.16,29.73,23.37,17.03,7.04,29.58,67.6
48249,TEXAS,2022,116.1,0.13,1.07,18.13,27.81,-98.11,0.29,4.24,0.47,0.15,49.38,28.73,22.17,15.6,7.87,34.32,67.6
48251,TEXAS,2016,71.9,0.14,1.0,23.72,32.38,-97.36,0.34,5.29,0.55,0.33,91.24,25.38,19.32,13.29,16.53,79.31,71.9
48251,TEXAS,2018,63.1,0.14,1.0,23.72,32.38,-97.36,0.31,4.49,0.49,0.27,104.78,24.7,18.6,12.47,16.43,80.53,71.9
48251,TEXAS,2019,80.0,0.14,1.0,23.72,32.38,-97.36,0.32,4.7,0.51,0.3,78.46,24.62,18.48,12.33,15.06,73.94,67.5
48251,TEXAS,2020,85.2,0.14,1.0,23.72,32.38,-97.36,0.34,5.33,0.55,0.32,87.05,25.04,18.88,12.76,9.89,47.57,71.7
48251,TEXAS,2021,57.4,0.14,1.0,23.72,32.38,-97.36,0.32,4.71,0.51,0.26,75.78,24.41,18.6,12.82,8.17,39.17,75.0
48255,TEXAS,2016,95.2,0.12,1.11,24.63,28.88,-97.91,0.33,4.11,0.49,0.26,79.96,28.31,21.82,15.32,10.92,71.74,95.2
48255,TEXAS,2017,84.5,0.12,1.11,24.63,28.88,-97.91,0.31,3.79,0.46,0.22,71.02,28.85,22.16,15.48,9.53,63.0,95.2
48255,TEXAS,2020,71.1,0.12,1.11,24.63,28.88,-97.91,0.3,3.85,0.46,0.21,70.8,28.43,21.78,15.15,5.29,33.22,89.8
48279,TEXAS,2016,119.7,0.12,0.71,13.73,34.03,-102.34,0.18,4.56,0.3,0.02,43.61,23.66,15.37,7.09,5.07,20.99,119.7
48279,TEXAS,2017,163.2,0.12,0.71,13.73,34.03,-102.34,0.18,4.32,0.28,-0.0,47.85,23.83,15.41,7.03,5.31,21.96,119.7
48279,TEXAS,2019,127.3,0.12,0.71,13.73,34.03,-102.34,0.18,4.11,0.28,0.01,41.56,22.86,14.48,6.09,5.84,24.79,141.4
48279,TEXAS,2020,137.6,0.12,0.71,13.73,34.03,-102.34,0.13,3.59,0.2,-0.1,15.62,24.11,15.2,6.3,3.59,15.26,136.7
48285,TEXAS,2016,78.0,0.14,0.97,22.69,29.37,-96.93,0.41,9.0,0.67,0.47,95.86,27.3,21.39,15.44,15.2,79.2,78.0
48285,TEXAS,2017,92.4,0.14,0.97,22.69,29.37,-96.93,0.39,8.68,0.65,0.42,108.8,27.78,21.78,15.79,13.54,69.67,78.0
48285,TEXAS,2018,76.9,0.14,0.97,22.69,29.37,-96.93,0.36,6.16,0.58,0.38,84.91,26.74,20.98,15.23,14.22,72.24,85.2
48285,TEXAS,2020,100.4,0.14,0.97,22.69,29.37,-96.93,0.41,7.72,0.65,0.41,74.68,28.12,21.92,15.75,8.46,42.84,82.4
48285,TEXAS,2021,78.7,0.14,0.97,22.69,29.37,-96.93,0.4,7.95,0.66,0.43,88.96,27.08,21.3,15.51,10.61,55.4,86.9
48285,TEXAS,2022,57.7,0.14,0.97,22.69,29.37,-96.93,0.35,6.25,0.58,0.33,56.19,27.93,21.46,14.99,10.42,50.62,85.3
48287,TEXAS,2016,60.0,0.13,0.72,20.19,30.3,-96.96,0.38,7.27,0.62,0.4,123.96,26.67,20.72,14.77,16.11,78.4,60.0
48287,TEXAS,2018,70.3,0.13,0.72,20.19,30.3,-96.96,0.32,6.04,0.56,0.32,101.14,25.74,20.02,14.3,14.57,68.96,60.0
48287,TEXAS,2019,129.0,0.13,0.72,20.19,30.3,-96.96,0.34,6.48,0.57,0.32,74.1,26.32,20.34,14.38,13.06,64.15,65.2
48287,TEXAS,2021,86.0,0.13,0.72,20.19,30.3,-96.96,0.34,7.17,0.59,0.34,102.84,26.46,20.22,13.99,12.18,58.67,86.4
48287,TEXAS,2022,52.4,0.13,0.72,20.19,30.3,-96.96,0.29,4.97,0.5,0.25,64.98,27.46,20.55,13.64,12.85,61.53,86.3
48293,TEXAS,2016,72.0,0.14,0.87,24.1,31.53,-96.58,0.4,7.66,0.61,0.41,96.42,25.51,19.78,14.04,16.65,77.87,72.0
48293,TEXAS,2017,94.8,0.14,0.87,24.1,31.53,-96.58,0.39,7.26,0.57,0.36,84.75,25.93,19.95,13.96,15.29,70.6,72.0
48293,TEXAS,2019,103.5,0.14,0.87,24.1,31.53,-96.58,0.38,7.31,0.6,0.36,84.6,24.63,18.83,13.05,14.15,65.95,83.4
48293,TEXAS,2022,107.3,0.14,0.87,24.1,31.53,-96.58,0.32,5.5,0.51,0.28,64.42,25.98,19.6,13.21,12.8,59.25,90.1
48297,TEXAS,2016,77.0,0.13,1.2,25.44,28.27,-98.1,0.36,7.0,0.61,0.4,71.46,29.27,22.7,16.16,8.56,39.02,77.0
48305,TEXAS,2016,106.0,0.12,0.72,14.92,33.15,-101.81,0.23,5.42,0.42,0.15,57.26,24.75,17.23,9.72,6.06,23.68,106.0
48305,TEXAS,2019,128.8,0.12,0.72,14.92,33.15,-101.81,0.22,5.28,0.41,0.13,40.87,24.14,16.49,8.84,5.21,20.23,106.0
48305,TEXAS,2020,67.6,0.12,0.72,14.92,33.15,-101.81,0.17,4.28,0.35,-0.01,25.96,25.04,17.01,9.0,4.11,15.82,117.4
48309,TEXAS,2016,68.5,0.14,1.24,24.84,31.55,-97.22,0.05,1.14,0.09,0.4,88.82,26.0,20.06,14.14,16.87,144.79,68.5
48309,TEXAS,2017,102.0,0.14,1.24,24.84,31.55,-97.22,-0.01,0.18,-0.04,0.5,73.73,26.32,20.25,14.14,14.26,120.04,68.5
48309,TEXAS,2018,62.8,0.14,1.24,24.84,31.55,-97.22,0.05,1.41,0.11,0.49,88.79,25.49,19.41,13.33,13.38,112.09,85.2
48309,TEXAS,2019,105.0,0.14,1.24,24.84,31.55,-97.22,0.04,0.69,0.06,0.33,72.05,25.18,19.13,13.05,13.91,120.42,77.8
48309,TEXAS,2020,91.2,0.14,1.24,24.84,31.55,-97.22,0.05,1.17,0.1,0.42,99.3,25.86,19.59,13.32,8.95,74.89,84.6
48309,TEXAS,2021,120.7,0.14,1.24,24.84,31.55,-97.22,0.08,1.52,0.15,0.45,76.05,25.15,19.17,13.21,5.97,45.16,85.9
48309,TEXAS,2022,61.2,0.14,1.24,24.84,31.55,-97.22,0.03,0.87,0.03,0.32,50.92,26.42,19.74,13.08,8.4,45.78,91.7
48321,TEXAS,2016,107.4,0.13,1.33,25.97,28.89,-96.0,0.43,7.61,0.63,0.49,118.29,26.86,21.85,16.86,19.69,144.51,107.4
48321,TEXAS,2017,106.0,0.13,1.33,25.97,28.89,-96.0,0.4,7.98,0.6,0.41,120.35,27.23,22.05,16.88,18.29,133.22,107.4
48321,TEXAS,2018,90.7,0.13,1.33,25.97,28.89,-96.0,0.36,6.82,0.55,0.39,140.28,25.88,21.05,16.22,19.09,139.22,106.7
48321,TEXAS,2019,104.3,0.13,1.33,25.97,28.89,-96.0,0.39,7.6,0.62,0.42,108.86,26.27,21.26,16.26,18.95,139.85,101.4
48321,TEXAS,2020,113.9,0.13,1.33,25.97,28.89,-96.0,0.38,7.06,0.6,0.37,90.02,26.89,21.71,16.52,14.27,105.85,102.1
48321,TEXAS,2021,104.0,0.13,1.33,25.97,28.89,-96.0,0.37,6.59,0.58,0.42,147.7,26.16,21.19,16.19,15.18,113.33,104.5
48321,TEXAS,2022,89.8,0.13,1.33,25.97,28.89,-96.0,0.39,7.09,0.59,0.39,80.4,26.55,21.02,15.48,12.78,79.28,104.4
48325,TEXAS,2016,117.7,0.12,1.49,20.19,29.28,-99.11,0.33,5.07,0.52,0.25,86.22,27.81,21.47,15.07,9.05,67.98,117.7
48325,TEXAS,2017,124.7,0.12,1.49,20.19,29.28,-99.11,0.3,4.7,0.48,0.19,51.45,28.76,21.96,15.16,6.76,47.74,117.7
48325,TEXAS,2018,100.0,0.12,1.49,20.19,29.28,-99.11,0.31,4.86,0.49,0.22,103.59,27.42,21.06,14.72,10.04,75.58,121.2
48325,TEXAS,2019,140.9,0.12,1.49,20.19,29.28,-99.11,0.31,4.92,0.49,0.21,45.24,27.44,20.97,14.51,6.11,46.48,114.1
48325,TEXAS,2020,110.7,0.12,1.49,20.19,29.28,-99.11,0.27,4.12,0.44,0.12,52.21,28.67,21.59,14.51,5.47,39.4,120.8
48325,TEXAS,2021,80.0,0.12,1.49,20.19,29.28,-99.11,0.3,4.43,0.47,0.15,63.57,27.67,21.23,14.82,5.81,44.07,118.8
48331,TEXAS,2016,61.4,0.14,0.96,26.57,30.76,-97.0,0.39,6.68,0.58,0.34,90.23,26.44,20.6,14.77,16.18,76.42,61.4
48331,TEXAS,2017,97.1,0.14,0.96,26.57,30.76,-97.0,0.36,5.92,0.53,0.27,79.9,26.88,20.81,14.77,13.42,62.81,61.4
48331,TEXAS,2018,61.8,0.14,0.96,26.57,30.76,-97.0,0.34,5.35,0.5,0.26,96.9,25.64,19.78,13.89,14.88,68.82,79.2
48331,TEXAS,2019,91.4,0.14,0.96,26.57,30.76,-97.0,0.38,6.37,0.56,0.32,81.03,25.73,19.87,13.98,14.51,68.64,73.4
48331,TEXAS,2020,92.3,0.14,0.96,26.57,30.76,-97.0,0.36,6.47,0.54,0.3,78.64,26.65,20.36,14.07,10.56,49.99,77.9
48331,TEXAS,2021,111.9,0.14,0.96,26.57,30.76,-97.0,0.37,6.26,0.55,0.29,72.17,25.87,19.97,14.04,12.11,56.36,80.8
48331,TEXAS,2022,70.0,0.14,0.96,26.57,30.76,-97.0,0.3,4.57,0.45,0.19,70.26,26.86,20.36,13.86,11.04,50.59,86.0
48341,TEXAS,2016,209.5,0.14,0.73,13.13,35.82,-101.91,0.17,2.48,0.27,0.05,35.18,23.38,15.07,6.72,4.42,20.25,209.5
48341,TEXAS,2017,211.7,0.14,0.73,13.13,35.82,-101.91,0.16,2.39,0.27,0.04,51.01,22.66,14.53,6.41,6.23,27.78,209.5
48341,TEXAS,2018,192.9,0.14,0.73,13.13,35.82,-101.91,0.15,2.19,0.24,0.0,30.53,22.52,14.24,5.97,5.88,26.94,210.6
48341,TEXAS,2019,192.3,0.14,0.73,13.13,35.82,-101.91,0.16,2.42,0.26,-0.0,53.08,21.72,13.74,5.79,8.13,38.27,204.7
48341,TEXAS,2020,181.5,0.14,0.73,13.13,35.82,-101.91,0.16,2.25,0.24,-0.01,33.04,22.86,14.83,6.78,4.22,18.4,201.6
48341,TEXAS,2021,217.0,0.14,0.73,13.13,35.82,-101.91,0.14,2.15,0.23,-0.04,31.33,22.31,14.47,6.62,3.24,14.73,197.6
48341,TEXAS,2022,145.8,0.14,0.73,13.13,35.82,-101.91,0.15,2.11,0.22,-0.02,26.81,22.64,14.33,6.04,8.23,36.22,200.8
48349,TEXAS,2016,74.1,0.14,0.97,27.91,32.03,-96.5,0.37,6.06,0.56,0.35,100.93,25.66,19.99,14.34,17.21,134.97,74.1
48349,TEXAS,2017,105.3,0.14,0.97,27.91,32.03,-96.5,0.36,6.18,0.56,0.33,83.31,25.93,20.0,14.05,15.8,121.2,74.1
48349,TEXAS,2018,65.8,0.14,0.97,27.91,32.03,-96.5,0.31,5.17,0.51,0.24,103.08,24.86,19.04,13.25,15.42,116.97,89.7
48349,TEXAS,2019,114.3,0.14,0.97,27.91,32.03,-96.5,0.34,6.1,0.55,0.31,72.23,24.62,18.88,13.13,15.8,124.03,81.7
48349,TEXAS,2020,101.6,0.14,0.97,27.91,32.03,-96.5,0.37,6.26,0.58,0.34,106.22,25.11,19.3,13.52,13.66,109.5,89.9
48349,TEXAS,2021,90.6,0.14,0.97,27.91,32.03,-96.5,0.36,6.47,0.57,0.33,81.24,24.52,18.93,13.32,12.04,91.99,92.2
48349,TEXAS,2022,64.4,0.14,0.97,27.91,32.03,-96.5,0.3,4.96,0.48,0.25,66.81,25.59,19.32,13.06,11.23,69.13,91.9
48355,TEXAS,2016,92.1,0.12,0.93,21.16,27.72,-97.62,0.22,2.97,0.37,-0.01,70.88,28.8,23.44,18.08,5.4,40.4,92.1
48355,TEXAS,2017,87.7,0.12,0.93,21.16,27.72,-97.62,0.22,2.44,0.35,-0.05,56.33,29.09,23.45,17.8,5.77,41.62,92.1
48355,TEXAS,2019,99.9,0.12,0.93,21.16,27.72,-97.62,0.21,2.28,0.34,-0.05,59.71,27.96,22.58,17.22,7.5,57.0,89.9
48355,TEXAS,2020,81.8,0.12,0.93,21.16,27.72,-97.62,0.24,3.07,0.38,-0.06,55.91,28.87,23.17,17.48,4.69,34.92,93.2
48355,TEXAS,2021,74.7,0.12,0.93,21.16,27.72,-97.62,0.23,2.47,0.37,-0.02,84.7,28.11,22.97,17.82,5.27,42.0,90.4
48357,TEXAS,2016,203.3,0.14,0.91,16.32,36.26,-100.81,0.24,3.59,0.38,0.16,49.29,23.67,15.27,6.89,4.36,19.56,203.3
48357,TEXAS,2017,190.7,0.14,0.91,16.32,36.26,-100.81,0.22,3.1,0.36,0.1,52.03,23.08,14.96,6.84,6.72,30.05,203.3
48357,TEXAS,2018,170.9,0.14,0.91,16.32,36.26,-100.81,0.2,2.81,0.32,0.06,51.32,22.49,14.35,6.21,5.69,25.3,197.0
48357,TEXAS,2019,191.7,0.14,0.91,16.32,36.26,-100.81,0.23,3.5,0.38,0.11,60.49,21.54,13.72,5.94,7.83,35.48,188.3
48357,TEXAS,2020,200.7,0.14,0.91,16.32,36.26,-100.81,0.19,2.55,0.31,0.07,41.99,22.52,14.28,6.09,5.38,24.04,189.2
48357,TEXAS,2021,226.2,0.14,0.91,16.32,36.26,-100.81,0.2,2.64,0.31,0.01,40.67,22.31,14.14,5.99,4.55,20.69,191.5
48357,TEXAS,2022,183.5,0.14,0.91,16.32,36.26,-100.81,0.17,2.12,0.25,-0.04,38.67,22.48,13.82,5.15,8.37,36.78,197.2
48369,TEXAS,2016,153.7,0.13,0.91,18.85,34.49,-102.77,0.31,6.34,0.48,0.2,43.93,23.08,14.41,5.73,3.72,17.32,153.7
48369,TEXAS,2022,89.6,0.13,0.91,18.85,34.49,-102.77,0.22,4.19,0.34,0.1,26.65,22.81,14.07,5.32,7.4,32.86,153.7
48381,TEXAS,2016,198.0,0.13,0.94,19.27,34.94,-101.89,0.19,3.03,0.33,0.02,35.34,23.86,15.35,6.88,4.38,19.64,198.0
48381,TEXAS,2017,136.4,0.13,0.94,19.27,34.94,-101.89,0.23,3.51,0.37,0.09,65.67,23.8,15.32,6.86,5.4,23.42,198.0
48381,TEXAS,2019,176.9,0.13,0.94,19.27,34.94,-101.89,0.21,2.94,0.33,0.02,50.32,22.32,14.24,6.14,5.86,25.14,167.2
48421,TEXAS,2016,220.8,0.15,0.67,15.18,36.25,-101.89,0.19,3.25,0.33,0.08,41.48,23.22,14.57,5.92,4.01,18.08,220.8
48421,TEXAS,2017,220.9,0.15,0.67,15.18,36.25,-101.89,0.21,3.65,0.36,0.1,60.18,22.56,14.23,5.89,6.12,26.99,220.8
48421,TEXAS,2018,179.1,0.15,0.67,15.18,36.25,-101.89,0.19,2.87,0.3,0.06,47.92,22.22,13.72,5.19,4.64,20.5,220.8
48421,TEXAS,2019,198.8,0.15,0.67,15.18,36.25,-101.89,0.2,3.14,0.32,0.05,49.35,21.54,13.27,5.0,5.38,23.83,206.9
48421,TEXAS,2020,205.0,0.15,0.67,15.18,36.25,-101.89,0.2,2.96,0.31,0.03,35.57,22.67,14.18,5.67,4.46,19.71,204.9
48421,TEXAS,2021,209.6,0.15,0.67,15.18,36.25,-101.89,0.17,2.48,0.26,-0.06,33.33,22.24,13.88,5.56,3.9,17.67,204.9
48421,TEXAS,2022,173.6,0.15,0.67,15.18,36.25,-101.89,0.14,2.2,0.22,-0.1,20.62,22.48,13.62,4.76,8.26,36.56,205.7
48427,TEXAS,2016,99.7,0.13,0.86,16.76,26.56,-98.75,0.28,4.2,0.45,0.17,48.33,31.29,24.38,17.51,4.53,19.46,99.7
48451,TEXAS,2016,106.7,0.13,1.67,22.71,31.38,-100.41,0.26,3.25,0.38,0.12,79.49,26.15,19.18,12.2,8.21,41.72,106.7
48451,TEXAS,2017,141.0,0.13,1.67,22.71,31.38,-100.41,0.24,3.04,0.36,0.07,43.48,26.83,19.32,11.82,7.53,38.74,106.7
48451,TEXAS,2018,128.1,0.13,1.67,22.71,31.38,-100.41,0.23,2.97,0.35,0.08,72.16,25.82,18.57,11.33,8.01,40.21,123.8
48451,TEXAS,2019,120.6,0.13,1.67,22.71,31.38,-100.41,0.25,3.07,0.36,0.12,43.79,25.73,18.55,11.4,6.71,35.88,125.3
48451,TEXAS,2021,110.0,0.13,1.67,22.71,31.38,-100.41,0.28,3.52,0.4,0.13,52.24,25.77,18.43,11.12,3.64,18.21,124.1
48451,TEXAS,2022,105.4,0.13,1.67,22.71,31.38,-100.41,0.19,2.36,0.28,0.03,28.78,26.93,19.23,11.56,7.21,32.57,121.3
48453,TEXAS,2016,65.1,0.14,1.36,25.97,30.29,-97.76,0.31,4.97,0.57,0.43,89.78,27.08,21.36,15.64,15.36,122.39,65.1
48453,TEXAS,2017,91.0,0.14,1.36,25.97,30.29,-97.76,0.3,4.57,0.55,0.42,80.6,27.77,21.79,15.82,12.53,99.76,65.1
48453,TEXAS,2018,60.1,0.14,1.36,25.97,30.29,-97.76,0.3,4.74,0.55,0.41,78.81,26.42,20.74,15.02,11.25,84.53,78.0
48453,TEXAS,2019,76.3,0.14,1.36,25.97,30.29,-97.76,0.32,4.62,0.55,0.4,67.28,26.7,20.82,14.91,11.46,91.28,72.1
48453,TEXAS,2021,78.0,0.14,1.36,25.97,30.29,-97.76,0.3,4.2,0.53,0.37,79.41,26.75,20.88,15.03,5.43,37.5,73.1
48463,TEXAS,2016,131.0,0.12,1.94,20.92,29.3,-99.77,0.35,6.39,0.57,0.35,85.9,27.13,20.65,14.15,8.19,51.1,131.0
48463,TEXAS,2017,156.0,0.12,1.94,20.92,29.3,-99.77,0.31,4.99,0.5,0.24,56.15,27.89,20.96,14.04,6.58,39.72,131.0
48463,TEXAS,2018,119.0,0.12,1.94,20.92,29.3,-99.77,0.3,4.8,0.48,0.22,62.43,26.74,20.28,13.81,9.29,60.13,143.5
48463,TEXAS,2019,154.3,0.12,1.94,20.92,29.3,-99.77,0.33,5.46,0.53,0.3,38.24,27.08,20.38,13.69,4.93,31.27,135.3
48463,TEXAS,2020,134.5,0.12,1.94,20.92,29.3,-99.77,0.23,3.36,0.39,0.05,35.99,28.3,21.17,14.0,4.37,26.71,140.1
48463,TEXAS,2021,105.9,0.12,1.94,20.92,29.3,-99.77,0.31,4.54,0.48,0.2,51.62,27.32,20.61,13.89,5.04,31.83,139.0
48469,TEXAS,2016,110.7,0.12,1.06,22.62,28.8,-96.98,0.32,3.87,0.51,0.3,89.68,27.7,22.12,16.57,12.35,53.15,110.7
48469,TEXAS,2017,112.7,0.12,1.06,22.62,28.8,-96.98,0.34,3.92,0.5,0.29,110.28,28.04,22.45,16.84,11.45,48.08,110.7
48469,TEXAS,2018,92.2,0.12,1.06,22.62,28.8,-96.98,0.31,3.57,0.47,0.29,91.97,26.81,21.43,16.05,14.05,59.89,111.7
48469,TEXAS,2019,114.8,0.12,1.06,22.62,28.8,-96.98,0.31,3.62,0.48,0.25,56.07,27.2,21.7,16.2,11.53,49.36,105.2
48469,TEXAS,2020,91.2,0.12,1.06,22.62,28.8,-96.98,0.31,3.49,0.47,0.25,68.56,28.07,22.32,16.55,6.97,28.53,107.6
